Date;Time;D3;D4;D13;D14;D5;D6;D7;D8;D15;D18
27-11-2007;22:30:00;52;76;67;52;89;78;98;85;59;112
27-11-2007;22:45:00;49;73;70;65;80;71;82;75;64;89
27-11-2007;23:00:00;45;53;46;44;80;60;76;49;56;88
27-11-2007;23:15:00;52;58;58;51;85;56;89;59;51;98
27-11-2007;23:30:00;48;57;33;30;46;48;49;49;34;61
27-11-2007;23:45:00;33;47;20;19;32;43;26;51;40;58
28-11-2007;00:00:00;20;44;25;20;42;55;46;55;58;58
28-11-2007;00:15:00;14;18;10;11;17;36;31;32;35;45
28-11-2007;00:30:00;20;25;18;18;18;27;27;26;26;31
28-11-2007;00:45:00;7;8;9;9;12;19;16;17;15;20
28-11-2007;01:00:00;7;7;10;13;11;11;17;11;13;15
28-11-2007;01:30:00;3;4;4;3;12;12;14;13;13;23
28-11-2007;01:45:00;2;2;3;3;14;11;15;12;13;17
28-11-2007;02:00:00;2;3;2;2;4;5;4;5;4;5
28-11-2007;02:15:00;3;4;3;4;3;3;3;3;4;4
28-11-2007;02:45:00;2;2;3;2;5;5;7;5;5;6
28-11-2007;03:30:00;6;7;5;5;11;16;10;17;15;10
28-11-2007;03:45:00;6;7;5;5;11;14;11;14;12;17
28-11-2007;04:15:00;4;4;5;5;9;8;9;9;12;14
28-11-2007;04:30:00;5;6;7;6;11;10;13;11;15;14
28-11-2007;04:45:00;8;10;11;10;15;11;17;10;14;18
28-11-2007;05:00:00;14;16;11;20;27;29;27;30;33;33
28-11-2007;05:15:00;14;18;15;16;28;31;31;39;34;47
28-11-2007;05:30:00;27;26;40;46;50;34;66;33;48;57
28-11-2007;05:45:00;48;61;52;62;68;74;66;72;86;78
28-11-2007;06:00:00;53;72;81;103;110;87;104;87;80;122
28-11-2007;06:15:00;70;86;122;138;142;91;143;87;94;179
28-11-2007;06:30:00;71;113;141;155;171;135;166;127;123;187
28-11-2007;06:45:00;154;258;256;280;347;278;319;281;228;374
28-11-2007;07:00:00;215;323;303;310;400;354;363;353;255;430
28-11-2007;07:15:00;250;338;359;354;446;355;426;365;292;402
28-11-2007;07:30:00;345;468;430;414;550;480;500;463;382;514
28-11-2007;07:45:00;362;564;455;486;589;549;533;557;477;568
28-11-2007;08:00:00;376;592;478;456;572;559;513;547;472;557
28-11-2007;08:15:00;399;664;480;466;588;623;524;615;463;577
28-11-2007;08:30:00;328;593;463;473;560;564;499;553;432;530
28-11-2007;08:45:00;292;561;444;415;523;534;496;514;388;536
28-11-2007;09:00:00;327;522;412;419;487;494;464;502;381;512
28-11-2007;09:15:00;251;462;335;331;385;448;366;439;303;426
28-11-2007;09:30:00;231;365;342;317;361;292;352;300;299;380
28-11-2007;09:45:00;78;124;127;119;196;164;184;158;136;205
